-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
-7.292699e-04,1.998000e-03,-7.254935e-04,7.229146e-19,-2.006481e-20,2.662354e-19,
